ZIPCODE,crime_rate,density,subway_count,tree_count,AREA,tree_density
11225,0.0002476692554000743,0.002385243353815094,14.0,2868.0,23698630.1249252,0.00012101965324078209
11226,0.0001790223495270041,0.002693117863482193,19.0,3875.0,39408598.2790117,9.832879547161551e-05
11228,0.0001392757660167131,0.0009814771313507858,6.0,3785.0,43893024.7317224,8.623238027304375e-05
11229,6.280775801426992e-05,0.0013241665385430826,5.0,6099.0,60119326.1442695,0.00010144824287225229
11230,0.000247350260336149,0.0016195140977568105,20.0,7336.0,49926703.3933172,0.00014693539732050365
11231,0.00018102824040550325,0.0008269116288009099,6.0,3660.0,40081671.17937564,9.131355785093321e-05
11232,0.0001693709562684191,0.000528301608493489,5.0,2110.0,55879065.1502698,3.776011632130557e-05
11233,0.0002097786834889192,0.0017621868343129117,14.0,4732.0,37871693.6822543,0.00012494820114732004
11234,0.0,0.00041635580481733716,0.0,11253.0,206201040.087973,5.457295460391011e-05
11235,0.0001838959674241429,0.001102473674984082,14.0,5157.0,69053803.0317134,7.468089769989373e-05
11236,5.292125317527519e-05,0.000980347481843748,5.0,6859.0,96373991.6201046,7.117065387347869e-05
11237,0.00038512212425255904,0.0017988491628353645,19.0,2951.0,27425868.1713133,0.00010759914623547503
11238,0.0004928853077318703,0.001585623995015709,23.0,3872.0,29429423.4614794,0.00013156900627251896
11239,0.0,0.00030056470777385793,0.0,988.0,41794660.7671967,2.3639383161962396e-05
11249,0.0,0.0016025584965294929,0.0,1842.0,17772206.1701202,0.00010364498264131616
11251,0.0,7.222364321418859e-06,0.0,93.0,10245952.2542422,9.07675516070208e-06
11354,0.00017086715079026057,0.0009441777975352772,10.0,5824.0,61985147.4508045,9.395799218873054e-05
11355,0.0,0.0016768699225747986,0.0,5287.0,49383079.083945,0.00010706096294669613
11356,0.0,0.0005396669985951633,0.0,3099.0,43321159.272031,7.153548178478169e-05
11357,0.0,0.0005034184040295397,0.0,9449.0,77359110.6091442,0.00012214463074350658
11358,0.0,0.0006909784724360916,0.0,6928.0,54622541.0857367,0.0001268340846524453
11359,,0.0,0.0,0.0,6567982.08534197,0.0
11360,0.0,0.0004885563512864143,0.0,2498.0,38834824.1713414,6.432371082662009e-05
11361,0.0,0.0005680622292431998,0.0,6181.0,50163518.2433512,0.00012321703533661627
11362,0.0,0.0003238262893320498,0.0,4429.0,54680551.219371,8.099772041857166e-05
11363,0.0,0.0002912206059268361,0.0,2851.0,24242790.0234975,0.00011760197556620536
11364,0.0,0.000402766851478337,0.0,7054.0,84259665.0529601,8.371739901370742e-05
11365,0.0,0.0005840959055942509,0.0,7428.0,69385865.5947389,0.00010705350342366009
11366,0.0,0.0006468030556697096,0.0,3013.0,20358592.7502548,0.0001479964768174996
11367,0.0,0.0005737249420391926,0.0,5221.0,72810151.5885401,7.170703378705442e-05
11368,0.00012835911212168445,0.0015046145209971914,14.0,4346.0,72489663.284463,5.9953375461898375e-05
11369,0.0,0.0012679765327735409,0.0,3296.0,30060493.2463742,0.00010964557277840252
11370,0.0,0.0009712987762246193,0.0,3179.0,41790436.6746706,7.607003546643504e-05
11371,,0.0,0.0,129.0,30558474.9078386,4.221414857549386e-06
11372,0.0001200552254036857,0.003304818818965649,8.0,3295.0,20163283.8743202,0.00016341584141442783
11373,0.00020734187713512765,0.0023744539121524797,21.0,4204.0,42654860.3372075,9.855852221213073e-05
11374,0.00016372354110630335,0.0016963874312651112,7.0,3084.0,25203558.5810222,0.00012236367297442646
11375,0.00021880242141346365,0.0012332748325319396,15.0,7059.0,55587771.8344865,0.0001269883603361237
11377,0.00016510368511425176,0.0012647776743739908,15.0,5651.0,71832387.4944802,7.866924930532538e-05
11378,0.0,0.0005353563474241835,0.0,4033.0,66260538.7433529,6.0865789450053046e-05
11379,2.822626171389861e-05,0.000614825893917996,1.0,4893.0,57622817.0453818,8.491427963590251e-05
11385,0.00013206550449022716,0.0007888365260888733,13.0,10937.0,124786310.907857,8.76458316655899e-05
11411,0.0,0.000507556543624671,0.0,3229.0,35889597.3834009,8.99703600880579e-05
11412,0.0,0.0007638939265100012,0.0,4697.0,45842752.226073,0.00010245894436784247
11413,0.0,0.0004564399176879959,0.0,7470.0,86208498.5890682,8.665038972094156e-05
11414,0.0001529753709652746,0.0004090173738516677,4.0,4650.0,63928824.719027,7.273714197683397e-05
11415,0.000315955766192733,0.0011302037910611317,6.0,1743.0,16802279.5094065,0.00010373592458238824
11416,7.866892184242615e-05,0.001348353355657218,2.0,1790.0,18854849.8013032,9.493578675319278e-05
11417,0.0003851270919403403,0.0009184192417254926,11.0,3666.0,31099087.1079081,0.00011788127372612758
11418,0.00030048897751796107,0.0011430710490537928,11.0,3391.0,32025130.9227912,0.00010588559366627726
11419,0.0001700174267862456,0.0015043388043698008,8.0,2805.0,31278858.1025216,8.967718676961133e-05
11420,4.490547397727783e-05,0.0007197529196017108,2.0,5494.0,61879568.3727771,8.878536396541828e-05
11421,0.00017942277131286204,0.001604560794725359,7.0,2855.0,24314441.7639082,0.00011741992794742656
11422,0.0,0.0005013085585036353,0.0,6323.0,60120657.2055391,0.00010517183766609662
11423,0.0,0.0006706503708061489,0.0,3591.0,45095032.1009242,7.963183154994149e-05
11426,0.0,0.0004041592030485215,0.0,5121.0,49609163.5394305,0.00010322689669882686
11427,0.0,0.000556398453409378,0.0,4377.0,39435767.4173042,0.00011099061300578104
11428,0.0,0.0008581899878663237,0.0,2838.0,21927545.4923289,0.00012942625069426223
11429,0.0,0.0006348933777848406,0.0,2912.0,39559398.2845283,7.361082640983658e-05
11430,0.0,8.003454919870704e-08,0.0,37.0,199913664.288603,1.8507989502201002e-07
11432,0.0004832863471606927,0.0010315304221184876,30.0,6958.0,60177575.6380646,0.00011562446519694623
11433,0.00029692092995635264,0.0007054754983084217,10.0,3745.0,47739432.5965324,7.844668016167461e-05
11434,0.0,0.0006636438124721678,0.0,8274.0,87379704.1578414,9.469018097216224e-05
11435,0.00020597708036851171,0.0012683258419799834,11.0,4595.0,42105899.1565062,0.00010912960160096665
11436,0.0,0.0008229770846148479,0.0,2407.0,22699295.4594145,0.00010603853341191257
11451,,0.0,0.0,12.0,487599.72679456,2.4610350130602e-05
11691,0.00019911394295385535,0.0007180813645550686,12.0,5718.0,83927815.1123475,6.812997565045352e-05
11692,0.000444000444000444,0.0007509879573810596,8.0,2013.0,23992395.3811918,8.390158498213303e-05
11693,0.0004524068041983351,0.0001733164256470244,5.0,1169.0,63767758.645729646,1.833214817059098e-05
11694,0.0003967663542131627,0.00041917518808892273,8.0,3572.0,48101606.6144704,7.425947388055507e-05
11697,0.0,6.822238386150833e-05,0.0,30.0,59789760.6199218,5.017581553923144e-07
