ZIPCODE,AREA,shape_area,ratio
11229,60119326.144269675,3864501.053519818,0.06428051179825418
10048,972788.42397429,62236.4813168,0.06397740740225426
11411,35889597.38340091,2250022.2688789484,0.0626928813060353
10469,68040887.0683501,4156580.433412668,0.06108945095376545
11226,39408598.27901172,2354701.516767086,0.059750958410037025
10075,4809654.276489159,277205.89074906,0.057635304912478744
11105,48795608.07993411,2749968.2294449513,0.05635688000731775
11356,43321159.27203098,2390489.43291855,0.05518064320272931
10010,9768395.569945278,524073.533699277,0.053649909030272086
11379,57622817.045381844,3063560.4198468034,0.053165752334427586
11415,16802279.509406503,873813.6637802521,0.052005661689597575
11212,41972104.07141974,2138690.353225834,0.05095504265372635
10025,19631043.82252592,994895.326954444,0.05067969568754349
11216,26478229.263443284,1251255.3675366305,0.04725600624903399
11102,19116258.43691941,902851.4301957781,0.047229505354044216
11233,37871693.68225418,1742159.7155979536,0.04600163198970661
11222,42825293.23670198,1961964.579809702,0.04581321998113643
10453,25748509.271674328,1158069.9363979201,0.044976193541111174
11354,61985147.450804584,2692662.9859416257,0.04344045463598674
10466,55262490.612459674,2376393.90392936,0.043001932732173495
11417,31099087.107908074,1326879.9947683197,0.042666204000274724
10011,18118416.846326813,728942.0882469043,0.040232107166398724
11433,47739432.59653236,1912075.3342909492,0.04005232635357791
10018,10705796.4791701,423058.655572,0.039516784799256244
11206,40700720.97272911,1607931.3986447107,0.03950621414598725
10003,15538376.26966631,610331.6208640501,0.039278983226550296
11106,23866112.725468796,934373.3352453609,0.03915062942982924
11429,39559398.28452827,1535208.8424555724,0.03880768942474018
11211,40470881.67128335,1526153.5819266634,0.037709916831625785
11421,24314441.763908204,910389.87055492,0.03744235131510532
10038,7022760.643026045,261845.111034409,0.03728521080872013
11205,23270147.949762322,857171.1122992671,0.03683565373756131
11432,60177575.6380645,2213393.1029553134,0.03678102814024402
11370,23514358.054675095,858303.7946855021,0.03650126415060075
11357,77359110.6091442,2806011.646952919,0.03627254275362928
10014,14151052.0304172,512931.04467577155,0.036246848896692906
11369,30060493.246374182,995943.801705895,0.03313131935471562
11436,22699295.459414497,700997.5090317299,0.030881906017087075
10021,10495133.408498703,311655.35440501,0.02969522561310551
11371,30558474.907838598,841099.150769952,0.027524251563817423
10030,7757661.454930305,209775.600089863,0.02704108722823193
10065,11442579.547371393,307527.7386675,0.026875735265318362
11005,9075527.40374782,236972.678379263,0.026111174352402157
10012,9193738.999551646,238587.3656969,0.025951070147688035
11223,58702923.46629963,1520494.5448324305,0.02590151316237804
11230,49926703.393317215,1266411.824601922,0.02536542047699936
10302,29555323.023374688,748954.6852694451,0.02534077142980682
11232,55879065.15026976,1344064.0850264393,0.024053088243548588
11225,23698630.124925226,568159.872984018,0.02397437615545766
11237,27425868.17131329,650532.7043784498,0.023719675902872214
11221,38580480.43430754,900367.2042688276,0.023337376676838363
11218,36868798.98975616,855221.011991685,0.02319633498854423
11217,21648157.7960373,500105.245072327,0.023101515139725713
10017,9794383.239993516,224448.918297806,0.02291608494359412
11104,12084432.116084399,276454.86646496004,0.02287694314547046
11435,42105899.15650623,949761.202641384,0.022556487847727773
11203,60644835.45615661,1327329.3339627227,0.021886931079602316
11366,20358592.750254788,443897.6734235299,0.021803946808552105
10019,18828383.116798293,401180.11526339006,0.02130719949635322
10016,15042403.037791494,317983.99874013895,0.021139175565317452
10001,17794940.772708897,365798.03228229,0.02055629389018782
11420,61879568.37277703,1232860.1966004318,0.019923542277693225
11373,42654860.337207526,849577.7733232271,0.019917490447909088
11204,43555184.61328502,864059.1689778214,0.019838262118495754
10474,40614090.1902275,776840.3429300279,0.01912736046262462
11101,78962088.74175714,1505078.978633797,0.01906077970601952
11372,20163283.874320194,355188.4509255781,0.0176156053319243
10022,12728335.623047197,222877.80940286,0.017510365534304042
11377,71832387.49448015,1161913.1069390983,0.01617533744132316
11004,22606526.913569912,351023.82614308,0.015527543327868406
11374,25203558.5810222,374518.24381119,0.014859736675962701
11416,18854849.8013032,278672.006624373,0.01477985820948369
11378,66260538.7433529,870405.2198550124,0.013136102367449123
11210,47887022.99216037,605946.0728630981,0.012653659279723822
11103,20222394.625525896,232175.91761001,0.01148112881334755
10036,11395110.509595003,126376.69050082802,0.011090431320908674
11419,31278858.1025216,331552.448077275,0.010599889771888646
11219,42002738.46723042,418133.088678992,0.009954900654994435
11358,54622541.08573674,327760.43625583895,0.006000461160189875
11412,45842752.22607302,238432.186092526,0.005201087947702188
11430,199913664.288603,799130.5345954001,0.003997378255454038
10005,2082901.14073505,6147.90347351,0.002951605985169523
11040,6269333.411947,17038.658209485002,0.0027177782851707495
10115,71720.1154679,129.255757886,0.0018022246205648038
11428,21927545.4923289,35626.168965973004,0.0016247221549916021
10006,1716640.92012239,2201.0171484,0.0012821651415853912
11251,10245952.2542422,3778.06606068,0.0003687374259543072
11418,32025130.9227912,9172.69386259,0.00028642174437020347
11697,59789760.6199218,10441.395426526,0.00017463517696451444
10172,79589.10010435,0.0,0.0
10171,23525.08592042,0.0,0.0
10265,17229.15496418,0.0,0.0
10110,21249.06351801,0.0,0.0
10107,23030.17589801,0.0,0.0
10106,31052.55279476,0.0,0.0
10270,31255.80042657,0.0,0.0
10105,35422.15675474,0.0,0.0
10271,49236.87720047,0.0,0.0
10275,48280.41500036,0.0,0.0
10278,206705.99517726,0.0,0.0
10104,89721.85254792,0.0,0.0
10103,62713.25340641,0.0,0.0
10097,65826.17797858,0.0,0.0
10096,42106.11469036,0.0,0.0
10081,30240.50545136,0.0,0.0
10279,28664.70581259,0.0,0.0
10080,77111.44771105,0.0,0.0
10020,697297.02240016,0.0,0.0
10285,67350.38895987,0.0,0.0
10286,11264.4123784,0.0,0.0
10055,37223.53879059,0.0,0.0
11109,581237.15059292,0.0,0.0
10047,10149.77968393,0.0,0.0
10045,47808.98541408,0.0,0.0
10044,6296113.26884279,0.0,0.0
10043,38262.36480837,0.0,0.0
10041,162236.64686066,0.0,0.0
11001,9155180.26276007,0.0,0.0
10111,103066.25326749,0.0,0.0
10112,164078.16778045,0.0,0.0
10260,52514.73508273,0.0,0.0
10153,80339.64722531,0.0,0.0
10170,61793.17513498,0.0,0.0
10169,66246.34636524,0.0,0.0
10173,25689.4205866,0.0,0.0
10168,27810.12206039,0.0,0.0
10174,44203.225551,0.0,0.0
10166,110438.62316925,0.0,0.0
10165,40779.8152016,0.0,0.0
10175,18685.39452547,0.0,0.0
10162,21034.88691763,0.0,0.0
10158,35395.77014453,0.0,0.0
10155,24784.68853834,0.0,0.0
10154,79148.80239471,0.0,0.0
10152,59924.99827374,0.0,0.0
10259,21064.31295297,0.0,0.0
10151,21380.26837704,0.0,0.0
10176,18289.08973373,0.0,0.0
10123,16138.53696529,0.0,0.0
10122,23294.63810493,0.0,0.0
10121,115104.79934758,0.0,0.0
10120,35179.27221883,0.0,0.0
10119,126392.97354801,0.0,0.0
10177,24688.05110227,0.0,0.0
10178,51303.03763325,0.0,0.0
10196,17828.632650915,0.0,0.0
10118,91733.71536502,0.0,0.0
10203,37226.88358199,0.0,0.0
10167,80926.18724468,0.0,0.0
