,zip code tabulation area,Male Percent,Female Percent
124,10034.0,0.48021844370781963,0.5197815562921804
125,10040.0,0.4741907648737748,0.5258092351262252
129,11354.0,0.46025863880346124,0.5397413611965387
130,11356.0,0.49023906030275455,0.5097609396972455
131,11360.0,0.45823629049333053,0.5417637095066695
132,11362.0,0.4588638065689526,0.5411361934310474
133,11237.0,0.5078893354998717,0.4921106645001283
134,11203.0,0.44332315147765794,0.5566768485223421
135,11208.0,0.47228772435834976,0.5277122756416502
136,11210.0,0.4730307739134614,0.5269692260865386
137,11212.0,0.42218080149114634,0.5778191985088537
138,11221.0,0.46436166483606367,0.5356383351639363
139,11239.0,0.3919887780548628,0.6080112219451371
140,11361.0,0.47425607234236444,0.5257439276576356
141,11364.0,0.4924998605922043,0.5075001394077957
142,11413.0,0.4571633580483138,0.5428366419516862
143,11429.0,0.4549050632911392,0.5450949367088608
144,11434.0,0.4412366192682537,0.5587633807317463
145,11436.0,0.4801371669744131,0.5198628330255869
146,11692.0,0.48807716352594444,0.5119228364740556
147,10004.0,0.4734138972809668,0.5265861027190333
148,10025.0,0.459148021961329,0.540851978038671
149,10030.0,0.43792747451284036,0.5620725254871596
150,10037.0,0.42196381081503886,0.5780361891849611
154,10280.0,0.5316901408450704,0.46830985915492956
155,10302.0,0.5193958310110356,0.48060416898896446
156,10303.0,0.48726255337947283,0.5127374466205271
157,10457.0,0.4707079634167571,0.529292036583243
158,10464.0,0.4854234150856085,0.5145765849143915
159,10309.0,0.4956042010856738,0.5043957989143262
160,10467.0,0.4712641399070063,0.5287358600929938
161,10456.0,0.46900385724864335,0.5309961427513566
162,10035.0,0.4880131895456634,0.5119868104543366
163,10065.0,0.4387422129931771,0.5612577870068229
164,10075.0,0.435217564516843,0.564782435483157
170,10468.0,0.4759450608037777,0.5240549391962223
172,10305.0,0.48361571401973563,0.5163842859802644
173,10451.0,0.44618902130586974,0.5538109786941303
174,10463.0,0.4601486417221938,0.5398513582778063
175,10453.0,0.4597631185168277,0.5402368814831723
176,10454.0,0.48234453937101596,0.517655460628984
177,10455.0,0.4713895781637717,0.5286104218362283
178,10458.0,0.47391522009942605,0.526084779900574
179,10469.0,0.46257753273604413,0.5374224672639559
180,10003.0,0.4878454756635145,0.5121545243364856
181,10009.0,0.46959685585322736,0.5304031441467726
182,10011.0,0.5063908576889384,0.49360914231106157
183,10022.0,0.46820168493063913,0.5317983150693608
184,10028.0,0.44333013635795004,0.55666986364205
186,10044.0,0.4505873140172279,0.5494126859827722
187,10162.0,0.4112903225806452,0.5887096774193549
188,10279.0,0.4166666666666667,0.5833333333333334
189,10307.0,0.5068757058393676,0.4931242941606324
190,10460.0,0.47496261779740584,0.5250373822025941
191,10465.0,0.4885057471264368,0.5114942528735632
192,10470.0,0.4673548387096774,0.5326451612903226
193,10471.0,0.4730477920007087,0.5269522079992913
194,10006.0,0.4404907975460123,0.5595092024539877
195,10012.0,0.4762959103933316,0.5237040896066684
196,10013.0,0.5005757755522211,0.4994242244477789
197,10014.0,0.49533899762650063,0.5046610023734993
198,10023.0,0.4396091791476506,0.5603908208523494
199,10024.0,0.4308890865368778,0.5691109134631221
200,10032.0,0.49800930670116084,0.5019906932988392
204,10306.0,0.4806141610515851,0.5193858389484148
205,10461.0,0.48634521642097844,0.5136547835790215
